system   I             system.c:245  al_install_system                [   0.00054] Allegro version: 5.1.12 (WIP)
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26924] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26926] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26927] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26929] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26930] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26932] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26933] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26951] added dtor for object 07C868D0, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26956] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26964] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27058] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27061] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27063] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27064] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27066] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27067] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27069] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27070] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.27072] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.27073] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.27075] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.27077] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.27078] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   0.27305] Glyph 85: 19x21 (20x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27378] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27381] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.27523] Glyph 23: 8x21 (8x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27570] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27575] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.27902] Glyph 43: 26x21 (28x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27956] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27960] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.28127] Glyph 18: 19x21 (20x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28168] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28171] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.28300] Glyph 30: 17x21 (20x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28337] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.28549] Glyph 86: 8x16 (8x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28606] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28610] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:415  cache_glyph                      [   0.28748] Glyph 50 has zero size.
font     D                ttf.c:225  alloc_glyph_region               [   0.28760] Glyph 6: 17x21 (20x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28807] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28810] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29380] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29389] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29610] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29636] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29639] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29649] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29651] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29660] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29662] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29779] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29796] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29798] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29808] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29816] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29818] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29824] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29826] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29834] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29836] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29855] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29857] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.29865] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.29866] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.46325] Glyph 5: 18x21 (20x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.46335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.46338] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.46684] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.46693] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   3.57997] Glyph 4: 16x21 (16x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.58002] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.58004] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.58106] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.58108] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   4.23870] destroying display 011B4DD8 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24187] converting display bitmap 07C9A458 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24291] added dtor for object 07C1A2D0, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24306] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24526] removed dtor for object 07C1A2D0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24598] converting display bitmap 07C868D0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24610] added dtor for object 07C1A2D0, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24618] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24622] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24665] removed dtor for object 07C1A2D0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24675] converting display bitmap 07C7E710 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24682] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24688] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24692] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24763] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24769] converting display bitmap 07C76550 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24774] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24779] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24784] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24806] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24812] converting display bitmap 07C6B380 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24818] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24824] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24829] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24843] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24849] converting display bitmap 07C601B0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24855] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24866] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24881] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24886] converting display bitmap 07C4EEB8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24890] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24894] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24897] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24910] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24915] converting display bitmap 07C100F8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24919] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24923] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24926] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24938] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24942] converting display bitmap 07C1B4A0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24947] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24951] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24955] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.24974] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.24979] converting display bitmap 07C2D340 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.24984] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.24989] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.24993] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.25016] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.25021] converting display bitmap 07C246E0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.25025] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.25029] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.25033] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.25048] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.25053] converting display bitmap 07C10478 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.25057] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.25061] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.25064] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.25081] removed dtor for object 07CEF000
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   4.25085] converting display bitmap 07C10C68 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   4.25203] added dtor for object 07CEF000, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.25208] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.25211] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.25371] removed dtor for object 07CEF000
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   4.25443] waiting for display 011B4DD8's thread to end
d3d      W         d3d_disp.cpp:593  d3d_destroy_device               [   4.26264] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [   4.28347] d3d display thread exits
dtor     D               dtor.c:114  _al_run_destructors              [   4.28505] calling dtor for object 07C868D0, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28520] removed dtor for object 07C868D0
dtor     D               dtor.c:114  _al_run_destructors              [   4.28529] calling dtor for object 07C7E710, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28534] removed dtor for object 07C7E710
dtor     D               dtor.c:114  _al_run_destructors              [   4.28539] calling dtor for object 07C76550, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28544] removed dtor for object 07C76550
dtor     D               dtor.c:114  _al_run_destructors              [   4.28549] calling dtor for object 07C6B380, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28553] removed dtor for object 07C6B380
dtor     D               dtor.c:114  _al_run_destructors              [   4.28564] calling dtor for object 07C601B0, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28569] removed dtor for object 07C601B0
dtor     D               dtor.c:114  _al_run_destructors              [   4.28573] calling dtor for object 07C4EEB8, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28577] removed dtor for object 07C4EEB8
dtor     D               dtor.c:114  _al_run_destructors              [   4.28581] calling dtor for object 07C100F8, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28584] removed dtor for object 07C100F8
dtor     D               dtor.c:114  _al_run_destructors              [   4.28588] calling dtor for object 07C1B4A0, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28592] removed dtor for object 07C1B4A0
dtor     D               dtor.c:114  _al_run_destructors              [   4.28598] calling dtor for object 07C2D340, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28603] removed dtor for object 07C2D340
dtor     D               dtor.c:114  _al_run_destructors              [   4.28614] calling dtor for object 07C246E0, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28619] removed dtor for object 07C246E0
dtor     D               dtor.c:114  _al_run_destructors              [   4.28626] calling dtor for object 07C10478, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28631] removed dtor for object 07C10478
dtor     D               dtor.c:114  _al_run_destructors              [   4.28636] calling dtor for object 03ACB7A0, func 0F121055
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28641] removed dtor for object 03ACB7A0
dtor     D               dtor.c:114  _al_run_destructors              [   4.28715] calling dtor for object 07C10C68, func 0FF621E9
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28723] removed dtor for object 07C10C68
dtor     D               dtor.c:114  _al_run_destructors              [   4.28817] calling dtor for object 07C07510, func 0FF6233D
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.28830] removed dtor for object 07C07510
dtor     D               dtor.c:114  _al_run_destructors              [   4.28844] calling dtor for object 01207720, func 0FF6172B
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.29724] removed dtor for object 01207720
